Gene,Population 1,Population 2,Normalized lineage score,Significant guides,Total guides,,,,,,,,,,,,,,,,,,,,
Smc5,Mye,Und,1.884899082,0,3,,,,,,,,,,,,,,,,,,,,
Nmi,Mye,Und,1.881330016,0,3,,,,,,,,,,,,,,,,,,,,
Suv420h2,Mye,Und,1.85895877,0,3,,,,,,,,,,,,,,,,,,,,
Pttg1,Mye,Und,1.853113443,0,3,,,,,,,,,,,,,,,,,,,,
Kat7,Mye,Und,1.780290173,0,3,,,,,,,,,,,,,,,,,,,,
Chmp2b,Mye,Und,1.751904712,0,3,,,,,,,,,,,,,,,,,,,,
Rbl1,Mye,Und,1.660932358,0,3,,,,,,,,,,,,,,,,,,,,
Tcf7l2,Mye,Und,1.639304187,0,3,,,,,,,,,,,,,,,,,,,,
Ing5,Mye,Und,1.617254054,0,3,,,,,,,,,,,,,,,,,,,,
Setd5,Mye,Und,1.585490996,0,3,,,,,,,,,,,,,,,,,,,,
Pias1,Mye,Und,1.584703481,0,3,,,,,,,,,,,,,,,,,,,,
Hoxa9,Mye,Und,1.578099018,0,3,,,,,,,,,,,,,,,,,,,,
Mysm1,Mye,Und,1.570042406,0,3,,,,,,,,,,,,,,,,,,,,
Hmg20b,Mye,Und,1.51368836,0,3,,,,,,,,,,,,,,,,,,,,
Brd3,Mye,Und,1.433303553,0,3,,,,,,,,,,,,,,,,,,,,
Hoxa7,Mye,Und,1.423437465,0,3,,,,,,,,,,,,,,,,,,,,
Asxl2,Mye,Und,1.40017013,0,3,,,,,,,,,,,,,,,,,,,,
Nabp1,Mye,Und,1.395185664,0,3,,,,,,,,,,,,,,,,,,,,
Pprc1,Mye,Und,1.33007849,0,3,,,,,,,,,,,,,,,,,,,,
Phf19,Mye,Und,1.326867309,0,3,,,,,,,,,,,,,,,,,,,,
Mier2,Mye,Und,1.320851001,0,3,,,,,,,,,,,,,,,,,,,,
Med15,Mye,Und,1.31958321,0,3,,,,,,,,,,,,,,,,,,,,
Phc1,Mye,Und,1.285739768,0,3,,,,,,,,,,,,,,,,,,,,
Msl3l2,Mye,Und,1.281994685,0,3,,,,,,,,,,,,,,,,,,,,
Hmgn5,Mye,Und,1.248324355,0,3,,,,,,,,,,,,,,,,,,,,
Padi4,Mye,Und,1.2363273,0,3,,,,,,,,,,,,,,,,,,,,
Phf11b,Mye,Und,1.229886352,0,3,,,,,,,,,,,,,,,,,,,,
Zkscan17,Mye,Und,1.21389695,0,3,,,,,,,,,,,,,,,,,,,,
Mdm2,Mye,Und,1.203336947,0,3,,,,,,,,,,,,,,,,,,,,
Meis1,Mye,Und,1.180215942,0,3,,,,,,,,,,,,,,,,,,,,
Brdt,Mye,Und,1.174160995,0,3,,,,,,,,,,,,,,,,,,,,
Lrrfip2,Mye,Und,1.172151283,0,3,,,,,,,,,,,,,,,,,,,,
Sox4,Mye,Und,1.164165947,0,3,,,,,,,,,,,,,,,,,,,,
Mybl1,Mye,Und,1.149026195,0,3,,,,,,,,,,,,,,,,,,,,
Ppargc1b,Mye,Und,1.102571272,0,3,,,,,,,,,,,,,,,,,,,,
Smc6,Mye,Und,1.087285654,0,3,,,,,,,,,,,,,,,,,,,,
Smchd1,Mye,Und,1.079978866,0,3,,,,,,,,,,,,,,,,,,,,
Myef2,Mye,Und,1.074887695,0,3,,,,,,,,,,,,,,,,,,,,
Nr1d1,Mye,Und,1.057413961,0,3,,,,,,,,,,,,,,,,,,,,
Msl1,Mye,Und,1.053559195,0,3,,,,,,,,,,,,,,,,,,,,
Mllt11,Mye,Und,1.04999628,0,3,,,,,,,,,,,,,,,,,,,,
Med29,Mye,Und,1.022729817,0,3,,,,,,,,,,,,,,,,,,,,
Mycbp2,Mye,Und,0.998500991,0,3,,,,,,,,,,,,,,,,,,,,
Mllt1,Mye,Und,0.981595906,0,3,,,,,,,,,,,,,,,,,,,,
Cir1,Mye,Und,0.970678185,0,3,,,,,,,,,,,,,,,,,,,,
Jdp2,Mye,Und,0.970508339,0,3,,,,,,,,,,,,,,,,,,,,
Mdfi,Mye,Und,0.952732905,0,3,,,,,,,,,,,,,,,,,,,,
Med12,Mye,Und,0.938129585,0,3,,,,,,,,,,,,,,,,,,,,
Mllt3,Mye,Und,0.934078389,0,3,,,,,,,,,,,,,,,,,,,,
Phf7,Mye,Und,0.932287465,0,3,,,,,,,,,,,,,,,,,,,,
Ncoa7,Mye,Und,0.930310598,0,3,,,,,,,,,,,,,,,,,,,,
Sap25,Mye,Und,0.929260157,0,3,,,,,,,,,,,,,,,,,,,,
Sox12,Mye,Und,0.923562173,0,3,,,,,,,,,,,,,,,,,,,,
Kdm4a,Mye,Und,0.900141453,0,3,,,,,,,,,,,,,,,,,,,,
Baz2b,Mye,Und,0.880493477,0,3,,,,,,,,,,,,,,,,,,,,
Ciita,Mye,Und,0.872012291,0,3,,,,,,,,,,,,,,,,,,,,
Stat5a,Mye,Und,0.858285623,0,3,,,,,,,,,,,,,,,,,,,,
Smyd5,Mye,Und,0.856276448,0,3,,,,,,,,,,,,,,,,,,,,
Hdac11,Mye,Und,0.842111235,0,3,,,,,,,,,,,,,,,,,,,,
Pcgf2,Mye,Und,0.824541242,0,3,,,,,,,,,,,,,,,,,,,,
Setx,Mye,Und,0.818548321,0,3,,,,,,,,,,,,,,,,,,,,
Cxxc5,Mye,Und,0.815141383,0,3,,,,,,,,,,,,,,,,,,,,
Med16,Mye,Und,0.810095748,0,3,,,,,,,,,,,,,,,,,,,,
Phf8,Mye,Und,0.808652308,0,3,,,,,,,,,,,,,,,,,,,,
Tle2,Mye,Und,0.786336844,0,3,,,,,,,,,,,,,,,,,,,,
Kdm2b,Mye,Und,0.783731361,0,3,,,,,,,,,,,,,,,,,,,,
Ankra2,Mye,Und,0.7828868,0,3,,,,,,,,,,,,,,,,,,,,
Mettl23,Mye,Und,0.780297057,0,3,,,,,,,,,,,,,,,,,,,,
Nab2,Mye,Und,0.763331065,0,3,,,,,,,,,,,,,,,,,,,,
Hmgn3,Mye,Und,0.762486272,0,3,,,,,,,,,,,,,,,,,,,,
Med13,Mye,Und,0.736263375,0,3,,,,,,,,,,,,,,,,,,,,
Brd8,Mye,Und,0.725466427,0,3,,,,,,,,,,,,,,,,,,,,
Hmga2,Mye,Und,0.723421264,0,3,,,,,,,,,,,,,,,,,,,,
Ctbp2,Mye,Und,0.711776484,0,3,,,,,,,,,,,,,,,,,,,,
Pds5b,Mye,Und,0.705423469,0,3,,,,,,,,,,,,,,,,,,,,
Med19,Mye,Und,0.701691017,0,3,,,,,,,,,,,,,,,,,,,,
Hirip3,Mye,Und,0.692437734,0,3,,,,,,,,,,,,,,,,,,,,
Nap1l1,Mye,Und,0.685402439,0,3,,,,,,,,,,,,,,,,,,,,
Per1,Mye,Und,0.682574599,0,3,,,,,,,,,,,,,,,,,,,,
Nsd1,Mye,Und,0.661974219,0,3,,,,,,,,,,,,,,,,,,,,
Med28,Mye,Und,0.660580931,0,3,,,,,,,,,,,,,,,,,,,,
Fos,Mye,Und,0.649302729,0,3,,,,,,,,,,,,,,,,,,,,
Mllt4,Mye,Und,0.630197969,0,3,,,,,,,,,,,,,,,,,,,,
Chd8,Mye,Und,0.622269826,0,3,,,,,,,,,,,,,,,,,,,,
Phf23,Mye,Und,0.618193832,0,3,,,,,,,,,,,,,,,,,,,,
Nfix,Mye,Und,0.61675253,0,3,,,,,,,,,,,,,,,,,,,,
Mettl5,Mye,Und,0.614017851,0,3,,,,,,,,,,,,,,,,,,,,
Lbr,Mye,Und,0.595734605,0,3,,,,,,,,,,,,,,,,,,,,
Phf3,Mye,Und,0.588818583,0,3,,,,,,,,,,,,,,,,,,,,
Pygo2,Mye,Und,0.581041315,0,3,,,,,,,,,,,,,,,,,,,,
Kat5,Mye,Und,0.558937153,0,3,,,,,,,,,,,,,,,,,,,,
Pbx2,Mye,Und,0.555920969,0,3,,,,,,,,,,,,,,,,,,,,
Nap1l4,Mye,Und,0.509489469,0,3,,,,,,,,,,,,,,,,,,,,
Mbd4,Mye,Und,0.504300891,0,3,,,,,,,,,,,,,,,,,,,,
Bhlhe40,Mye,Und,0.503597059,0,3,,,,,,,,,,,,,,,,,,,,
Hmgxb3,Mye,Und,0.49569622,0,3,,,,,,,,,,,,,,,,,,,,
Pnrc2,Mye,Und,0.493684518,0,3,,,,,,,,,,,,,,,,,,,,
Med13l,Mye,Und,0.492546074,0,3,,,,,,,,,,,,,,,,,,,,
Phf12,Mye,Und,0.486801809,0,3,,,,,,,,,,,,,,,,,,,,
Msl3,Mye,Und,0.482229852,0,3,,,,,,,,,,,,,,,,,,,,
Med10,Mye,Und,0.477386424,0,3,,,,,,,,,,,,,,,,,,,,
Ncaph,Mye,Und,0.476561206,0,3,,,,,,,,,,,,,,,,,,,,
Maml1,Mye,Und,0.471230898,0,3,,,,,,,,,,,,,,,,,,,,
Mbtd1,Mye,Und,0.459884819,0,3,,,,,,,,,,,,,,,,,,,,
Spib,Mye,Und,0.459489196,0,3,,,,,,,,,,,,,,,,,,,,
Litaf,Mye,Und,0.459335569,0,3,,,,,,,,,,,,,,,,,,,,
Kdm3b,Mye,Und,0.4590349,0,3,,,,,,,,,,,,,,,,,,,,
Myc,Mye,Und,0.450687744,0,3,,,,,,,,,,,,,,,,,,,,
Kdm5c,Mye,Und,0.449014791,0,3,,,,,,,,,,,,,,,,,,,,
Cbx8,Mye,Und,0.438614277,0,3,,,,,,,,,,,,,,,,,,,,
Gatad2a,Mye,Und,0.435378729,0,3,,,,,,,,,,,,,,,,,,,,
Ing2,Mye,Und,0.413633088,0,3,,,,,,,,,,,,,,,,,,,,
Irf9,Mye,Und,0.408967516,0,3,,,,,,,,,,,,,,,,,,,,
Hoxb4,Mye,Und,0.406282897,0,3,,,,,,,,,,,,,,,,,,,,
Ddit3,Mye,Und,0.402666614,0,3,,,,,,,,,,,,,,,,,,,,
Pou2af1,Mye,Und,0.389261317,0,3,,,,,,,,,,,,,,,,,,,,
Lrrfip1,Mye,Und,0.38909666,0,3,,,,,,,,,,,,,,,,,,,,
Pnrc1,Mye,Und,0.379382132,0,3,,,,,,,,,,,,,,,,,,,,
Chmp1a,Mye,Und,0.379178333,0,3,,,,,,,,,,,,,,,,,,,,
Atf2,Mye,Und,0.361007966,0,3,,,,,,,,,,,,,,,,,,,,
Mycbp,Mye,Und,0.336194654,0,3,,,,,,,,,,,,,,,,,,,,
Jarid2,Mye,Und,0.334882132,0,3,,,,,,,,,,,,,,,,,,,,
Wapal,Mye,Und,0.334340116,0,3,,,,,,,,,,,,,,,,,,,,
Ncaph2,Mye,Und,0.332823042,0,3,,,,,,,,,,,,,,,,,,,,
Mphosph8,Mye,Und,0.327885304,0,3,,,,,,,,,,,,,,,,,,,,
Bcl6,Mye,Und,0.318795882,0,3,,,,,,,,,,,,,,,,,,,,
Phf2,Mye,Und,0.314929425,0,3,,,,,,,,,,,,,,,,,,,,
Rbbp8,Mye,Und,0.302196897,0,3,,,,,,,,,,,,,,,,,,,,
Zfp771,Mye,Und,0.299034186,0,3,,,,,,,,,,,,,,,,,,,,
Nono,Mye,Und,0.29185099,0,3,,,,,,,,,,,,,,,,,,,,
Etv6,Mye,Und,0.280605547,0,3,,,,,,,,,,,,,,,,,,,,
Rcor3,Mye,Und,0.26866771,0,3,,,,,,,,,,,,,,,,,,,,
Irf4,Mye,Und,0.257808933,0,3,,,,,,,,,,,,,,,,,,,,
Kat2b,Mye,Und,0.24795953,0,3,,,,,,,,,,,,,,,,,,,,
Pmf1,Mye,Und,0.240194668,0,3,,,,,,,,,,,,,,,,,,,,
Pcgf5,Mye,Und,0.230825584,0,3,,,,,,,,,,,,,,,,,,,,
Ldb1,Mye,Und,0.230687591,0,3,,,,,,,,,,,,,,,,,,,,
Irf2,Mye,Und,0.214611704,0,3,,,,,,,,,,,,,,,,,,,,
Hmbox1,Mye,Und,0.201508264,0,3,,,,,,,,,,,,,,,,,,,,
Irf1,Mye,Und,0.201400396,0,3,,,,,,,,,,,,,,,,,,,,
Prmt10,Mye,Und,0.199645955,0,3,,,,,,,,,,,,,,,,,,,,
Mecp2,Mye,Und,0.197524917,0,3,,,,,,,,,,,,,,,,,,,,
Mettl4,Mye,Und,0.192864594,0,3,,,,,,,,,,,,,,,,,,,,
Phc2,Mye,Und,0.191688425,0,3,,,,,,,,,,,,,,,,,,,,
Irf8,Mye,Und,0.187060151,0,3,,,,,,,,,,,,,,,,,,,,
Atf7,Mye,Und,0.183154061,0,3,,,,,,,,,,,,,,,,,,,,
Hmgb2,Mye,Und,0.183085261,0,3,,,,,,,,,,,,,,,,,,,,
Klf4,Mye,Und,0.169483958,0,3,,,,,,,,,,,,,,,,,,,,
Sirt4,Mye,Und,0.165558829,0,3,,,,,,,,,,,,,,,,,,,,
Sirt2,Mye,Und,0.164799188,0,3,,,,,,,,,,,,,,,,,,,,
Batf3,Mye,Und,0.163450991,0,3,,,,,,,,,,,,,,,,,,,,
Smyd4,Mye,Und,0.159330182,0,3,,,,,,,,,,,,,,,,,,,,
Ing1,Mye,Und,0.158071124,0,3,,,,,,,,,,,,,,,,,,,,
Runx2,Mye,Und,0.13433471,0,3,,,,,,,,,,,,,,,,,,,,
Klf10,Mye,Und,0.130413132,0,3,,,,,,,,,,,,,,,,,,,,
Pqbp1,Mye,Und,0.129984811,0,3,,,,,,,,,,,,,,,,,,,,
Pias3,Mye,Und,0.128561149,0,3,,,,,,,,,,,,,,,,,,,,
Nab1,Mye,Und,0.11621748,0,3,,,,,,,,,,,,,,,,,,,,
Elf2,Mye,Und,0.115730162,0,3,,,,,,,,,,,,,,,,,,,,
Cebpg,Mye,Und,0.112159534,0,3,,,,,,,,,,,,,,,,,,,,
Atf5,Mye,Und,0.108507099,0,3,,,,,,,,,,,,,,,,,,,,
Kdm4c,Mye,Und,0.108031726,0,3,,,,,,,,,,,,,,,,,,,,
Asxl1,Mye,Und,0.087228508,0,3,,,,,,,,,,,,,,,,,,,,
Nfil3,Mye,Und,0.074053117,0,3,,,,,,,,,,,,,,,,,,,,
Cbx1,Mye,Und,0.05151431,0,3,,,,,,,,,,,,,,,,,,,,
Nfia,Mye,Und,0.049632823,0,3,,,,,,,,,,,,,,,,,,,,
Spic,Mye,Und,0.049335554,0,3,,,,,,,,,,,,,,,,,,,,
Hlf,Mye,Und,0.048283212,0,3,,,,,,,,,,,,,,,,,,,,
Cited4,Mye,Und,0.043173065,0,3,,,,,,,,,,,,,,,,,,,,
Kdm4b,Mye,Und,0.042032664,0,3,,,,,,,,,,,,,,,,,,,,
Lmo4,Mye,Und,0.037204673,0,3,,,,,,,,,,,,,,,,,,,,
Mta1,Mye,Und,0.035888519,0,3,,,,,,,,,,,,,,,,,,,,
Elf1,Mye,Und,0.03221842,0,3,,,,,,,,,,,,,,,,,,,,
Mier1,Mye,Und,0.020947008,0,3,,,,,,,,,,,,,,,,,,,,
Arid3a,Mye,Und,0.017123137,0,3,,,,,,,,,,,,,,,,,,,,
Ets1,Mye,Und,0.006447429,0,3,,,,,,,,,,,,,,,,,,,,
Hoxa3,Mye,Und,0.00223479,0,3,,,,,,,,,,,,,,,,,,,,
Sirt6,Mye,Und,-0.001661543,0,3,,,,,,,,,,,,,,,,,,,,
Nfic,Mye,Und,-0.003192147,0,3,,,,,,,,,,,,,,,,,,,,
Hoxa5,Mye,Und,-0.00820402,0,3,,,,,,,,,,,,,,,,,,,,
Cebpe,Mye,Und,-0.014090453,0,3,,,,,,,,,,,,,,,,,,,,
Nfrkb,Mye,Und,-0.038820125,0,3,,,,,,,,,,,,,,,,,,,,
Pole3,Mye,Und,-0.052446215,0,3,,,,,,,,,,,,,,,,,,,,
Hmga1,Mye,Und,-0.069858442,0,3,,,,,,,,,,,,,,,,,,,,
Baz2a,Mye,Und,-0.083767124,0,3,,,,,,,,,,,,,,,,,,,,
Hira,Mye,Und,-0.094125223,0,3,,,,,,,,,,,,,,,,,,,,
Gfi1,Mye,Und,-0.108824783,0,3,,,,,,,,,,,,,,,,,,,,
Ncoa3,Mye,Und,-0.119436036,0,3,,,,,,,,,,,,,,,,,,,,
Paxbp1,Mye,Und,-0.130659211,0,3,,,,,,,,,,,,,,,,,,,,
Creb3l2,Mye,Und,-0.141830509,0,3,,,,,,,,,,,,,,,,,,,,
Klf1,Mye,Und,-0.145964999,0,3,,,,,,,,,,,,,,,,,,,,
Pbx4,Mye,Und,-0.15131113,0,3,,,,,,,,,,,,,,,,,,,,
Gabpa,Mye,Und,-0.153392662,0,3,,,,,,,,,,,,,,,,,,,,
Notch2,Mye,Und,-0.153487114,0,3,,,,,,,,,,,,,,,,,,,,
Rora,Mye,Und,-0.154869157,0,3,,,,,,,,,,,,,,,,,,,,
Ing3,Mye,Und,-0.172474125,0,3,,,,,,,,,,,,,,,,,,,,
Zfp276,Mye,Und,-0.178366093,0,3,,,,,,,,,,,,,,,,,,,,
Pura,Mye,Und,-0.191773224,0,3,,,,,,,,,,,,,,,,,,,,
Ing4,Mye,Und,-0.193543669,0,3,,,,,,,,,,,,,,,,,,,,
Zfp467,Mye,Und,-0.194891331,0,3,,,,,,,,,,,,,,,,,,,,
Zfp422,Mye,Und,-0.200109657,0,3,,,,,,,,,,,,,,,,,,,,
Ncoa4,Mye,Und,-0.202925889,0,3,,,,,,,,,,,,,,,,,,,,
Arid3b,Mye,Und,-0.224423943,0,3,,,,,,,,,,,,,,,,,,,,
Klf9,Mye,Und,-0.226729217,0,3,,,,,,,,,,,,,,,,,,,,
Pa2g4,Mye,Und,-0.229936829,0,3,,,,,,,,,,,,,,,,,,,,
Per2,Mye,Und,-0.23797232,0,3,,,,,,,,,,,,,,,,,,,,
Per3,Mye,Und,-0.23942156,0,3,,,,,,,,,,,,,,,,,,,,
Ptov1,Mye,Und,-0.251709745,0,3,,,,,,,,,,,,,,,,,,,,
Elk4,Mye,Und,-0.254411104,0,3,,,,,,,,,,,,,,,,,,,,
Rxra,Mye,Und,-0.262536684,0,3,,,,,,,,,,,,,,,,,,,,
Atf6b,Mye,Und,-0.263969417,0,3,,,,,,,,,,,,,,,,,,,,
Thra,Mye,Und,-0.266011423,0,3,,,,,,,,,,,,,,,,,,,,
Mafb,Mye,Und,-0.267504203,0,3,,,,,,,,,,,,,,,,,,,,
Irf7,Mye,Und,-0.27678381,0,3,,,,,,,,,,,,,,,,,,,,
Hmgb1,Mye,Und,-0.277985522,0,3,,,,,,,,,,,,,,,,,,,,
Gon4l,Mye,Und,-0.279615888,0,3,,,,,,,,,,,,,,,,,,,,
Jmjd1c,Mye,Und,-0.282473529,0,3,,,,,,,,,,,,,,,,,,,,
Mdfic,Mye,Und,-0.286945668,0,3,,,,,,,,,,,,,,,,,,,,
Chd6,Mye,Und,-0.287456487,0,3,,,,,,,,,,,,,,,,,,,,
Kdm1b,Mye,Und,-0.290496734,0,3,,,,,,,,,,,,,,,,,,,,
Pbx1,Mye,Und,-0.295889282,0,3,,,,,,,,,,,,,,,,,,,,
Elk3,Mye,Und,-0.305048136,0,3,,,,,,,,,,,,,,,,,,,,
Eya3,Mye,Und,-0.308567203,0,3,,,,,,,,,,,,,,,,,,,,
Ncapg,Mye,Und,-0.314494396,0,3,,,,,,,,,,,,,,,,,,,,
Med20,Mye,Und,-0.327878474,0,3,,,,,,,,,,,,,,,,,,,,
Lmo1,Mye,Und,-0.373942451,0,3,,,,,,,,,,,,,,,,,,,,
Med17,Mye,Und,-0.403227766,0,3,,,,,,,,,,,,,,,,,,,,
Rbl2,Mye,Und,-0.408512768,0,3,,,,,,,,,,,,,,,,,,,,
Vav1,Mye,Und,-0.409342257,0,3,,,,,,,,,,,,,,,,,,,,
Irf5,Mye,Und,-0.414591946,0,3,,,,,,,,,,,,,,,,,,,,
Mycn,Mye,Und,-0.415777583,0,3,,,,,,,,,,,,,,,,,,,,
Egr1,Mye,Und,-0.424989762,0,3,,,,,,,,,,,,,,,,,,,,
Kat6b,Mye,Und,-0.473373196,0,3,,,,,,,,,,,,,,,,,,,,
Maml2,Mye,Und,-0.479001944,0,3,,,,,,,,,,,,,,,,,,,,
Satb1,Mye,Und,-0.511957379,0,3,,,,,,,,,,,,,,,,,,,,
Med25,Mye,Und,-0.523513922,0,3,,,,,,,,,,,,,,,,,,,,
Zfp516,Mye,Und,-0.533246101,0,3,,,,,,,,,,,,,,,,,,,,
Rbpj,Mye,Und,-0.533725737,0,3,,,,,,,,,,,,,,,,,,,,
Bach1,Mye,Und,-0.574530575,0,3,,,,,,,,,,,,,,,,,,,,
Phf14,Mye,Und,-0.590709479,0,3,,,,,,,,,,,,,,,,,,,,
Runx3,Mye,Und,-0.594058986,0,3,,,,,,,,,,,,,,,,,,,,
Sirt1,Mye,Und,-0.598262772,0,3,,,,,,,,,,,,,,,,,,,,
Hdac5,Mye,Und,-0.60260007,0,3,,,,,,,,,,,,,,,,,,,,
Ncoa2,Mye,Und,-0.603183806,0,3,,,,,,,,,,,,,,,,,,,,
Atf1,Mye,Und,-0.615404047,0,3,,,,,,,,,,,,,,,,,,,,
Pcgf6,Mye,Und,-0.617620628,0,3,,,,,,,,,,,,,,,,,,,,
Pdcd2,Mye,Und,-0.669457063,0,3,,,,,,,,,,,,,,,,,,,,
Klf5,Mye,Und,-0.68830118,0,3,,,,,,,,,,,,,,,,,,,,
Med7,Mye,Und,-0.694428278,0,3,,,,,,,,,,,,,,,,,,,,
Ncoa5,Mye,Und,-0.704437538,0,3,,,,,,,,,,,,,,,,,,,,
Zfp366,Mye,Und,-0.710981878,0,3,,,,,,,,,,,,,,,,,,,,
Klf2,Mye,Und,-0.719443439,0,3,,,,,,,,,,,,,,,,,,,,
Hes6,Mye,Und,-0.727725368,0,3,,,,,,,,,,,,,,,,,,,,
Pias2,Mye,Und,-0.729623257,0,3,,,,,,,,,,,,,,,,,,,,
Pou2f2,Mye,Und,-0.736461095,0,3,,,,,,,,,,,,,,,,,,,,
Nr1h3,Mye,Und,-0.738355907,0,3,,,,,,,,,,,,,,,,,,,,
Trps1,Mye,Und,-0.764950476,0,3,,,,,,,,,,,,,,,,,,,,
Mafk,Mye,Und,-0.766574046,0,3,,,,,,,,,,,,,,,,,,,,
Cux1,Mye,Und,-0.773401421,0,3,,,,,,,,,,,,,,,,,,,,
Ahctf1,Mye,Und,-0.779165,0,3,,,,,,,,,,,,,,,,,,,,
Junb,Mye,Und,-0.787710514,0,3,,,,,,,,,,,,,,,,,,,,
Znhit3,Mye,Und,-0.804106074,0,3,,,,,,,,,,,,,,,,,,,,
Bbx,Mye,Und,-0.863103121,0,3,,,,,,,,,,,,,,,,,,,,
Pcgf3,Mye,Und,-0.869672833,0,3,,,,,,,,,,,,,,,,,,,,
Nfe2l1,Mye,Und,-0.87296769,0,3,,,,,,,,,,,,,,,,,,,,
Tcf3,Mye,Und,-0.889698672,0,3,,,,,,,,,,,,,,,,,,,,
Dach1,Mye,Und,-0.899826397,0,3,,,,,,,,,,,,,,,,,,,,
Zfp710,Mye,Und,-0.903122875,0,3,,,,,,,,,,,,,,,,,,,,
Irf3,Mye,Und,-0.903467683,0,3,,,,,,,,,,,,,,,,,,,,
Rbx1,Mye,Und,-0.905282263,0,3,,,,,,,,,,,,,,,,,,,,
Ppie,Mye,Und,-0.910586585,0,3,,,,,,,,,,,,,,,,,,,,
Med26,Mye,Und,-0.916089407,0,3,,,,,,,,,,,,,,,,,,,,
Elf4,Mye,Und,-0.933511714,0,3,,,,,,,,,,,,,,,,,,,,
Purb,Mye,Und,-0.938501187,0,3,,,,,,,,,,,,,,,,,,,,
Med21,Mye,Und,-1.016612229,0,3,,,,,,,,,,,,,,,,,,,,
Nabp2,Mye,Und,-1.018022502,0,3,,,,,,,,,,,,,,,,,,,,
Mier3,Mye,Und,-1.042051754,0,3,,,,,,,,,,,,,,,,,,,,
Pias4,Mye,Und,-1.045239952,0,3,,,,,,,,,,,,,,,,,,,,
Tal1,Mye,Und,-1.059257391,0,3,,,,,,,,,,,,,,,,,,,,
L3mbtl2,Mye,Und,-1.101152495,0,3,,,,,,,,,,,,,,,,,,,,
Gtf2a1,Mye,Und,-1.114002579,0,3,,,,,,,,,,,,,,,,,,,,
Cebpb,Mye,Und,-1.126644811,0,3,,,,,,,,,,,,,,,,,,,,
Hdac8,Mye,Und,-1.138866722,0,3,,,,,,,,,,,,,,,,,,,,
Runx1,Mye,Und,-1.156960976,0,3,,,,,,,,,,,,,,,,,,,,
Med4,Mye,Und,-1.214059742,0,3,,,,,,,,,,,,,,,,,,,,
Ets2,Mye,Und,-1.219603515,0,3,,,,,,,,,,,,,,,,,,,,
Med18,Mye,Und,-1.247645436,0,3,,,,,,,,,,,,,,,,,,,,
Med1,Mye,Und,-1.257109049,0,3,,,,,,,,,,,,,,,,,,,,
Psmc3,Mye,Und,-1.258796239,0,3,,,,,,,,,,,,,,,,,,,,
Arid4b,Mye,Und,-1.261343486,0,3,,,,,,,,,,,,,,,,,,,,
Brd1,Mye,Und,-1.273056685,0,3,,,,,,,,,,,,,,,,,,,,
Gltscr2,Mye,Und,-1.283332134,0,3,,,,,,,,,,,,,,,,,,,,
Sin3a,Mye,Und,-1.285136496,0,3,,,,,,,,,,,,,,,,,,,,
Phf20,Mye,Und,-1.314078749,0,3,,,,,,,,,,,,,,,,,,,,
Atf6,Mye,Und,-1.339769582,0,3,,,,,,,,,,,,,,,,,,,,
Med22,Mye,Und,-1.351336345,0,3,,,,,,,,,,,,,,,,,,,,
Mybbp1a,Mye,Und,-1.385032444,0,3,,,,,,,,,,,,,,,,,,,,
Med14,Mye,Und,-1.390095289,0,3,,,,,,,,,,,,,,,,,,,,
Stag1,Mye,Und,-1.402228443,0,3,,,,,,,,,,,,,,,,,,,,
Naca,Mye,Und,-1.435880223,0,3,,,,,,,,,,,,,,,,,,,,
Gtf2h3,Mye,Und,-1.478714162,0,3,,,,,,,,,,,,,,,,,,,,
Chd9,Mye,Und,-1.491828376,0,3,,,,,,,,,,,,,,,,,,,,
Stat2,Mye,Und,-1.545870881,0,3,,,,,,,,,,,,,,,,,,,,
Kdm6a,Mye,Und,-1.561307697,0,3,,,,,,,,,,,,,,,,,,,,
Erg,Mye,Und,-1.617454798,0,3,,,,,,,,,,,,,,,,,,,,
Myb,Mye,Und,-1.637495482,0,3,,,,,,,,,,,,,,,,,,,,
Preb,Mye,Und,-1.980511005,0,3,,,,,,,,,,,,,,,,,,,,
Cebpz,Mye,Und,-2.139170045,0,3,,,,,,,,,,,,,,,,,,,,
Gtf2h4,Mye,Und,-2.283009415,0,3,,,,,,,,,,,,,,,,,,,,
Phf11a,Mye,Und,0.34014997,0,2,,,,,,,,,,,,,,,,,,,,
Gata2,cKit,LSKd9,-1.409629665,5,13,,,,,,,,,,,,,,,,,,,,
Spi1,cKit,LSKd9,0.731615179,3,13,,,,,,,,,,,,,,,,,,,,
Cebpa,cKit,LSKd9,-1.246853657,2,13,,,,,,,,,,,,,,,,,,,,
Pax5,cKit,LSKd9,0.088113985,0,13,,,,,,,,,,,,,,,,,,,,
Gata1,cKit,LSKd9,1.83469323,2,10,,,,,,,,,,,,,,,,,,,,
Mbd2,cKit,LSKd9,0.9588534,2,10,,,,,,,,,,,,,,,,,,,,
Ezh2,cKit,LSKd9,1.45382375,1,10,,,,,,,,,,,,,,,,,,,,
Ebf1,cKit,LSKd9,0.841881577,0,10,,,,,,,,,,,,,,,,,,,,
Zfpm1,cKit,LSKd9,0.502652527,0,10,,,,,,,,,,,,,,,,,,,,
Dpy30,cKit,LSKd9,-3.184083698,6,6,,,,,,,,,,,,,,,,,,,,
Hdac3,cKit,LSKd9,-3.643351287,6,6,,,,,,,,,,,,,,,,,,,,
Rbbp5,cKit,LSKd9,-5.455520274,6,6,,,,,,,,,,,,,,,,,,,,
