Gene,Population 1,Population 2,Normalized lineage score,Significant guides,Total guides,,,,,,,,,,,,,,,,,,,,
Ash2l,cKit,LSKd9,-5.715409317,6,6,,,,,,,,,,,,,,,,,,,,
Cxxc1,cKit,LSKd9,-3.554028934,5,6,,,,,,,,,,,,,,,,,,,,
Wdr5,cKit,LSKd9,-4.523421168,5,6,,,,,,,,,,,,,,,,,,,,
Hcfc1,cKit,LSKd9,-4.672676476,5,6,,,,,,,,,,,,,,,,,,,,
Bcl11a,cKit,LSKd9,3.14717844,4,6,,,,,,,,,,,,,,,,,,,,
Setd1b,cKit,LSKd9,-2.928337465,4,6,,,,,,,,,,,,,,,,,,,,
Nup85,cKit,LSKd9,-3.045242734,4,6,,,,,,,,,,,,,,,,,,,,
Wdr82,cKit,LSKd9,-3.505513976,4,6,,,,,,,,,,,,,,,,,,,,
Smarca5,cKit,LSKd9,-3.524527788,4,6,,,,,,,,,,,,,,,,,,,,
Kdm1a,cKit,LSKd9,-3.758589055,4,6,,,,,,,,,,,,,,,,,,,,
Kmt2d,cKit,LSKd9,2.182299202,3,6,,,,,,,,,,,,,,,,,,,,
Ss18,cKit,LSKd9,2.151082332,3,6,,,,,,,,,,,,,,,,,,,,
Gltscr1l,cKit,LSKd9,1.977018147,3,6,,,,,,,,,,,,,,,,,,,,
Smarcb1,cKit,LSKd9,-1.703837897,3,6,,,,,,,,,,,,,,,,,,,,
Kmt2b,cKit,LSKd9,-2.302513474,3,6,,,,,,,,,,,,,,,,,,,,
Paxip1,cKit,LSKd9,-2.394952853,3,6,,,,,,,,,,,,,,,,,,,,
Chd4,cKit,LSKd9,-3.738319925,3,6,,,,,,,,,,,,,,,,,,,,
Smarcc2,cKit,LSKd9,1.86922766,2,6,,,,,,,,,,,,,,,,,,,,
Smarcc1,cKit,LSKd9,1.106254715,2,6,,,,,,,,,,,,,,,,,,,,
Kmt2a,cKit,LSKd9,1.011386987,2,6,,,,,,,,,,,,,,,,,,,,
Ss18l1,cKit,LSKd9,0.903073442,2,6,,,,,,,,,,,,,,,,,,,,
Brd9,cKit,LSKd9,-1.795227045,2,6,,,,,,,,,,,,,,,,,,,,
Rbbp4,cKit,LSKd9,-2.013356451,2,6,,,,,,,,,,,,,,,,,,,,
Bptf,cKit,LSKd9,-2.447272569,2,6,,,,,,,,,,,,,,,,,,,,
Rcor1,cKit,LSKd9,-2.648874873,2,6,,,,,,,,,,,,,,,,,,,,
Actl6a,cKit,LSKd9,-3.610931794,2,6,,,,,,,,,,,,,,,,,,,,
Ncoa6,cKit,LSKd9,2.17278824,1,6,,,,,,,,,,,,,,,,,,,,
Nup35,cKit,LSKd9,1.980199299,1,6,,,,,,,,,,,,,,,,,,,,
Dpf2,cKit,LSKd9,1.692763573,1,6,,,,,,,,,,,,,,,,,,,,
Ncor2,cKit,LSKd9,1.352072024,1,6,,,,,,,,,,,,,,,,,,,,
Arid1b,cKit,LSKd9,1.282285105,1,6,,,,,,,,,,,,,,,,,,,,
Nup133,cKit,LSKd9,1.273815019,1,6,,,,,,,,,,,,,,,,,,,,
Bcl7a,cKit,LSKd9,1.247340855,1,6,,,,,,,,,,,,,,,,,,,,
Arid1a,cKit,LSKd9,1.245057403,1,6,,,,,,,,,,,,,,,,,,,,
Smarca2,cKit,LSKd9,1.169375396,1,6,,,,,,,,,,,,,,,,,,,,
Kdm5b,cKit,LSKd9,1.094289367,1,6,,,,,,,,,,,,,,,,,,,,
Ezh1,cKit,LSKd9,1.036255645,1,6,,,,,,,,,,,,,,,,,,,,
Hdac1,cKit,LSKd9,0.966464658,1,6,,,,,,,,,,,,,,,,,,,,
Kmt2e,cKit,LSKd9,0.927056365,1,6,,,,,,,,,,,,,,,,,,,,
Kdm5a,cKit,LSKd9,0.874121149,1,6,,,,,,,,,,,,,,,,,,,,
Rbbp7,cKit,LSKd9,0.678831168,1,6,,,,,,,,,,,,,,,,,,,,
Pbrm1,cKit,LSKd9,0.543737863,1,6,,,,,,,,,,,,,,,,,,,,
Nup43,cKit,LSKd9,0.527738813,1,6,,,,,,,,,,,,,,,,,,,,
Smarcal1,cKit,LSKd9,0.432665123,1,6,,,,,,,,,,,,,,,,,,,,
Smarcd2,cKit,LSKd9,0.209544639,1,6,,,,,,,,,,,,,,,,,,,,
Ncor1,cKit,LSKd9,-0.82433315,1,6,,,,,,,,,,,,,,,,,,,,
Smarca4,cKit,LSKd9,-0.901158486,1,6,,,,,,,,,,,,,,,,,,,,
Men1,cKit,LSKd9,-1.055851581,1,6,,,,,,,,,,,,,,,,,,,,
Smarcd1,cKit,LSKd9,-1.144679866,1,6,,,,,,,,,,,,,,,,,,,,
Pagr1a,cKit,LSKd9,-1.48581931,1,6,,,,,,,,,,,,,,,,,,,,
Kat8,cKit,LSKd9,-1.524981503,1,6,,,,,,,,,,,,,,,,,,,,
Gltscr1,cKit,LSKd9,-1.52597368,1,6,,,,,,,,,,,,,,,,,,,,
Nup62,cKit,LSKd9,-1.678523258,1,6,,,,,,,,,,,,,,,,,,,,
Kmt2c,cKit,LSKd9,1.481724259,0,6,,,,,,,,,,,,,,,,,,,,
Smarcad1,cKit,LSKd9,1.226291973,0,6,,,,,,,,,,,,,,,,,,,,
Hdac2,cKit,LSKd9,1.179988396,0,6,,,,,,,,,,,,,,,,,,,,
Mta2,cKit,LSKd9,0.85366684,0,6,,,,,,,,,,,,,,,,,,,,
Bcl7b,cKit,LSKd9,0.841889615,0,6,,,,,,,,,,,,,,,,,,,,
Phf10,cKit,LSKd9,0.799000296,0,6,,,,,,,,,,,,,,,,,,,,
Tbl1xr1,cKit,LSKd9,0.618355346,0,6,,,,,,,,,,,,,,,,,,,,
Tbl1x,cKit,LSKd9,0.498809509,0,6,,,,,,,,,,,,,,,,,,,,
Chd3,cKit,LSKd9,0.416901222,0,6,,,,,,,,,,,,,,,,,,,,
Bcl11b,cKit,LSKd9,0.37603628,0,6,,,,,,,,,,,,,,,,,,,,
Nupr1,cKit,LSKd9,0.303078316,0,6,,,,,,,,,,,,,,,,,,,,
Mta3,cKit,LSKd9,0.278296671,0,6,,,,,,,,,,,,,,,,,,,,
Nup50,cKit,LSKd9,0.124159434,0,6,,,,,,,,,,,,,,,,,,,,
Brd7,cKit,LSKd9,0.113606273,0,6,,,,,,,,,,,,,,,,,,,,
Nup153,cKit,LSKd9,-0.039165711,0,6,,,,,,,,,,,,,,,,,,,,
Rest,cKit,LSKd9,-0.059426915,0,6,,,,,,,,,,,,,,,,,,,,
Arid2,cKit,LSKd9,-0.093725236,0,6,,,,,,,,,,,,,,,,,,,,
Setd1a,cKit,LSKd9,-0.22224612,0,6,,,,,,,,,,,,,,,,,,,,
Smarce1,cKit,LSKd9,-0.28896038,0,6,,,,,,,,,,,,,,,,,,,,
Dpf3,cKit,LSKd9,-0.357591778,0,6,,,,,,,,,,,,,,,,,,,,
Mbd3,cKit,LSKd9,-0.866050917,0,6,,,,,,,,,,,,,,,,,,,,
Smc2,cKit,LSKd9,7.866392922,3,4,,,,,,,,,,,,,,,,,,,,
Phf5a,cKit,LSKd9,6.498283488,3,4,,,,,,,,,,,,,,,,,,,,
Prmt5,cKit,LSKd9,5.508953016,2,4,,,,,,,,,,,,,,,,,,,,
Chmp2a,cKit,LSKd9,4.343063122,2,4,,,,,,,,,,,,,,,,,,,,
Mtf2,cKit,LSKd9,2.576311469,2,4,,,,,,,,,,,,,,,,,,,,
Phc3,cKit,LSKd9,1.569223197,2,4,,,,,,,,,,,,,,,,,,,,
Ncapd3,cKit,LSKd9,0.822862087,2,4,,,,,,,,,,,,,,,,,,,,
Stag2,cKit,LSKd9,-2.589583352,2,4,,,,,,,,,,,,,,,,,,,,
Cbx3,cKit,LSKd9,3.745093635,1,4,,,,,,,,,,,,,,,,,,,,
Setdb1,cKit,LSKd9,3.132101879,1,4,,,,,,,,,,,,,,,,,,,,
Dnmt1,cKit,LSKd9,3.031426755,1,4,,,,,,,,,,,,,,,,,,,,
Chaf1b,cKit,LSKd9,2.769911395,1,4,,,,,,,,,,,,,,,,,,,,
Ash1l,cKit,LSKd9,2.367250009,1,4,,,,,,,,,,,,,,,,,,,,
Smc4,cKit,LSKd9,2.318856305,1,4,,,,,,,,,,,,,,,,,,,,
Cbx7,cKit,LSKd9,2.032922722,1,4,,,,,,,,,,,,,,,,,,,,
Prmt7,cKit,LSKd9,1.930350521,1,4,,,,,,,,,,,,,,,,,,,,
Prmt2,cKit,LSKd9,1.682438643,1,4,,,,,,,,,,,,,,,,,,,,
Setd7,cKit,LSKd9,1.458499876,1,4,,,,,,,,,,,,,,,,,,,,
Suv39h1,cKit,LSKd9,1.277102969,1,4,,,,,,,,,,,,,,,,,,,,
Phf1,cKit,LSKd9,1.189080155,1,4,,,,,,,,,,,,,,,,,,,,
Cbx6,cKit,LSKd9,1.161822048,1,4,,,,,,,,,,,,,,,,,,,,
Baz1a,cKit,LSKd9,0.687890049,1,4,,,,,,,,,,,,,,,,,,,,
Uhrf1,cKit,LSKd9,0.609070357,1,4,,,,,,,,,,,,,,,,,,,,
Smc3,cKit,LSKd9,0.48752354,1,4,,,,,,,,,,,,,,,,,,,,
Sp100,cKit,LSKd9,0.247064913,1,4,,,,,,,,,,,,,,,,,,,,
Kdm7a,cKit,LSKd9,0.223780909,1,4,,,,,,,,,,,,,,,,,,,,
Suv420h1,cKit,LSKd9,0.217161263,1,4,,,,,,,,,,,,,,,,,,,,
Cbx5,cKit,LSKd9,0.045903584,1,4,,,,,,,,,,,,,,,,,,,,
Smyd2,cKit,LSKd9,-0.151470314,1,4,,,,,,,,,,,,,,,,,,,,
Chaf1a,cKit,LSKd9,-0.75625312,1,4,,,,,,,,,,,,,,,,,,,,
Suv39h2,cKit,LSKd9,-0.790283606,1,4,,,,,,,,,,,,,,,,,,,,
Chd2,cKit,LSKd9,-1.14106543,1,4,,,,,,,,,,,,,,,,,,,,
Ehmt1,cKit,LSKd9,-1.750366156,1,4,,,,,,,,,,,,,,,,,,,,
Chd7,cKit,LSKd9,1.267437302,0,4,,,,,,,,,,,,,,,,,,,,
Phf6,cKit,LSKd9,1.242629291,0,4,,,,,,,,,,,,,,,,,,,,
Hdac7,cKit,LSKd9,1.195158597,0,4,,,,,,,,,,,,,,,,,,,,
Setbp1,cKit,LSKd9,1.126760417,0,4,,,,,,,,,,,,,,,,,,,,
Hat1,cKit,LSKd9,1.044936848,0,4,,,,,,,,,,,,,,,,,,,,
Prdm16,cKit,LSKd9,0.997152499,0,4,,,,,,,,,,,,,,,,,,,,
Prmt6,cKit,LSKd9,0.970887291,0,4,,,,,,,,,,,,,,,,,,,,
Cbx4,cKit,LSKd9,0.970200208,0,4,,,,,,,,,,,,,,,,,,,,
Mbd5,cKit,LSKd9,0.937947147,0,4,,,,,,,,,,,,,,,,,,,,
Hdac4,cKit,LSKd9,0.894667079,0,4,,,,,,,,,,,,,,,,,,,,
Tsfm,cKit,LSKd9,0.805307265,0,4,,,,,,,,,,,,,,,,,,,,
Hmgb3,cKit,LSKd9,0.797367306,0,4,,,,,,,,,,,,,,,,,,,,
Morf4l2,cKit,LSKd9,0.726214592,0,4,,,,,,,,,,,,,,,,,,,,
Smyd3,cKit,LSKd9,0.68666338,0,4,,,,,,,,,,,,,,,,,,,,
Sirt3,cKit,LSKd9,0.619105426,0,4,,,,,,,,,,,,,,,,,,,,
Gatad2b,cKit,LSKd9,0.616217924,0,4,,,,,,,,,,,,,,,,,,,,
Hmgn1,cKit,LSKd9,0.615057874,0,4,,,,,,,,,,,,,,,,,,,,
Hdac9,cKit,LSKd9,0.533401439,0,4,,,,,,,,,,,,,,,,,,,,
Ncapd2,cKit,LSKd9,0.51973848,0,4,,,,,,,,,,,,,,,,,,,,
Kdm8,cKit,LSKd9,0.51277896,0,4,,,,,,,,,,,,,,,,,,,,
Kdm6b,cKit,LSKd9,0.466837535,0,4,,,,,,,,,,,,,,,,,,,,
Mettl7a1,cKit,LSKd9,0.458138556,0,4,,,,,,,,,,,,,,,,,,,,
Kdm3a,cKit,LSKd9,0.407873867,0,4,,,,,,,,,,,,,,,,,,,,
Wbscr27,cKit,LSKd9,0.396106372,0,4,,,,,,,,,,,,,,,,,,,,
Rai1,cKit,LSKd9,0.386684094,0,4,,,,,,,,,,,,,,,,,,,,
Baz1b,cKit,LSKd9,0.378580368,0,4,,,,,,,,,,,,,,,,,,,,
Sirt7,cKit,LSKd9,0.372908733,0,4,,,,,,,,,,,,,,,,,,,,
Tdrd7,cKit,LSKd9,0.340621086,0,4,,,,,,,,,,,,,,,,,,,,
Mllt6,cKit,LSKd9,0.319429485,0,4,,,,,,,,,,,,,,,,,,,,
Dnmt3a,cKit,LSKd9,0.288766662,0,4,,,,,,,,,,,,,,,,,,,,
Asf1a,cKit,LSKd9,0.265958033,0,4,,,,,,,,,,,,,,,,,,,,
Setd8,cKit,LSKd9,0.252130303,0,4,,,,,,,,,,,,,,,,,,,,
Sap30,cKit,LSKd9,0.129329494,0,4,,,,,,,,,,,,,,,,,,,,
Setdb2,cKit,LSKd9,-0.01749921,0,4,,,,,,,,,,,,,,,,,,,,
Hmg20a,cKit,LSKd9,-0.036000683,0,4,,,,,,,,,,,,,,,,,,,,
Snd1,cKit,LSKd9,-0.047367296,0,4,,,,,,,,,,,,,,,,,,,,
Asf1b,cKit,LSKd9,-0.056652889,0,4,,,,,,,,,,,,,,,,,,,,
Dnmt3b,cKit,LSKd9,-0.110344124,0,4,,,,,,,,,,,,,,,,,,,,
Cbx2,cKit,LSKd9,-0.152381057,0,4,,,,,,,,,,,,,,,,,,,,
Kat2a,cKit,LSKd9,-0.271814971,0,4,,,,,,,,,,,,,,,,,,,,
Setd6,cKit,LSKd9,-0.272823887,0,4,,,,,,,,,,,,,,,,,,,,
Carm1,cKit,LSKd9,-0.480136676,0,4,,,,,,,,,,,,,,,,,,,,
Sirt5,cKit,LSKd9,-0.492650982,0,4,,,,,,,,,,,,,,,,,,,,
Nasp,cKit,LSKd9,-0.513933428,0,4,,,,,,,,,,,,,,,,,,,,
Mettl13,cKit,LSKd9,-0.611001267,0,4,,,,,,,,,,,,,,,,,,,,
Shprh,cKit,LSKd9,-0.715292264,0,4,,,,,,,,,,,,,,,,,,,,
Hdac10,cKit,LSKd9,-0.7159626,0,4,,,,,,,,,,,,,,,,,,,,
Phf21a,cKit,LSKd9,-0.987554251,0,4,,,,,,,,,,,,,,,,,,,,
Trim28,cKit,LSKd9,-1.071435613,0,4,,,,,,,,,,,,,,,,,,,,
Setd4,cKit,LSKd9,-1.08262265,0,4,,,,,,,,,,,,,,,,,,,,
Ehmt2,cKit,LSKd9,-1.254796818,0,4,,,,,,,,,,,,,,,,,,,,
Prmt1,cKit,LSKd9,-1.770168036,0,4,,,,,,,,,,,,,,,,,,,,
Nfrkb,cKit,LSKd9,5.119148121,3,3,,,,,,,,,,,,,,,,,,,,
Tada1,cKit,LSKd9,-4.938474194,3,3,,,,,,,,,,,,,,,,,,,,
Usp11,cKit,LSKd9,3.348797683,2,3,,,,,,,,,,,,,,,,,,,,
Cstf1,cKit,LSKd9,2.972378763,2,3,,,,,,,,,,,,,,,,,,,,
Ddx27,cKit,LSKd9,2.78882307,2,3,,,,,,,,,,,,,,,,,,,,
Ssrp1,cKit,LSKd9,2.52997881,2,3,,,,,,,,,,,,,,,,,,,,
Chd1,cKit,LSKd9,-2.410071372,2,3,,,,,,,,,,,,,,,,,,,,
Med14,cKit,LSKd9,-2.492518629,2,3,,,,,,,,,,,,,,,,,,,,
Tada2b,cKit,LSKd9,-2.605712195,2,3,,,,,,,,,,,,,,,,,,,,
Taf9b,cKit,LSKd9,-2.61577088,2,3,,,,,,,,,,,,,,,,,,,,
Sap30bp,cKit,LSKd9,-2.92839355,2,3,,,,,,,,,,,,,,,,,,,,
Med1,cKit,LSKd9,-3.262883664,2,3,,,,,,,,,,,,,,,,,,,,
Med7,cKit,LSKd9,-3.639413365,2,3,,,,,,,,,,,,,,,,,,,,
Rad21,cKit,LSKd9,-4.186771366,2,3,,,,,,,,,,,,,,,,,,,,
Kti12,cKit,LSKd9,-4.302547738,2,3,,,,,,,,,,,,,,,,,,,,
Med20,cKit,LSKd9,-4.381172899,2,3,,,,,,,,,,,,,,,,,,,,
Ccdc101,cKit,LSKd9,-4.50495812,2,3,,,,,,,,,,,,,,,,,,,,
Mga,cKit,LSKd9,3.66429754,1,3,,,,,,,,,,,,,,,,,,,,
Sp1,cKit,LSKd9,2.615999094,1,3,,,,,,,,,,,,,,,,,,,,
Arid4a,cKit,LSKd9,2.396789799,1,3,,,,,,,,,,,,,,,,,,,,
Prkab1,cKit,LSKd9,2.334210969,1,3,,,,,,,,,,,,,,,,,,,,
Kdm5c,cKit,LSKd9,2.317283635,1,3,,,,,,,,,,,,,,,,,,,,
Tonsl,cKit,LSKd9,2.188229102,1,3,,,,,,,,,,,,,,,,,,,,
Cdk5,cKit,LSKd9,2.121007405,1,3,,,,,,,,,,,,,,,,,,,,
Smc1a,cKit,LSKd9,2.039134931,1,3,,,,,,,,,,,,,,,,,,,,
Cit,cKit,LSKd9,1.922196527,1,3,,,,,,,,,,,,,,,,,,,,
Noc2l,cKit,LSKd9,1.842616395,1,3,,,,,,,,,,,,,,,,,,,,
Padi4,cKit,LSKd9,1.77076574,1,3,,,,,,,,,,,,,,,,,,,,
Anp32b,cKit,LSKd9,1.740564218,1,3,,,,,,,,,,,,,,,,,,,,
Ep400,cKit,LSKd9,1.472592684,1,3,,,,,,,,,,,,,,,,,,,,
Max,cKit,LSKd9,1.34129039,1,3,,,,,,,,,,,,,,,,,,,,
Ddx23,cKit,LSKd9,1.189185516,1,3,,,,,,,,,,,,,,,,,,,,
Sin3a,cKit,LSKd9,1.096552666,1,3,,,,,,,,,,,,,,,,,,,,
Ythdc1,cKit,LSKd9,1.014642324,1,3,,,,,,,,,,,,,,,,,,,,
Baz2a,cKit,LSKd9,0.959538477,1,3,,,,,,,,,,,,,,,,,,,,
Supt16,cKit,LSKd9,0.816786137,1,3,,,,,,,,,,,,,,,,,,,,
Eif3d,cKit,LSKd9,0.708177917,1,3,,,,,,,,,,,,,,,,,,,,
Med10,cKit,LSKd9,-0.062471272,1,3,,,,,,,,,,,,,,,,,,,,
Ddx21,cKit,LSKd9,-0.245741572,1,3,,,,,,,,,,,,,,,,,,,,
Sap18,cKit,LSKd9,-0.384481116,1,3,,,,,,,,,,,,,,,,,,,,
Exosc2,cKit,LSKd9,-0.654312641,1,3,,,,,,,,,,,,,,,,,,,,
Med15,cKit,LSKd9,-0.772500243,1,3,,,,,,,,,,,,,,,,,,,,
Top2a,cKit,LSKd9,-0.86744488,1,3,,,,,,,,,,,,,,,,,,,,
Phf12,cKit,LSKd9,-1.030718177,1,3,,,,,,,,,,,,,,,,,,,,
Brdt,cKit,LSKd9,-1.149230046,1,3,,,,,,,,,,,,,,,,,,,,
Eif4a3,cKit,LSKd9,-1.307675631,1,3,,,,,,,,,,,,,,,,,,,,
Gatad1,cKit,LSKd9,-1.419466523,1,3,,,,,,,,,,,,,,,,,,,,
Srsf1,cKit,LSKd9,-1.520082482,1,3,,,,,,,,,,,,,,,,,,,,
Med17,cKit,LSKd9,-1.55070536,1,3,,,,,,,,,,,,,,,,,,,,
Kat5,cKit,LSKd9,-1.581275856,1,3,,,,,,,,,,,,,,,,,,,,
Mau2,cKit,LSKd9,-1.590551131,1,3,,,,,,,,,,,,,,,,,,,,
Med18,cKit,LSKd9,-1.594497138,1,3,,,,,,,,,,,,,,,,,,,,
Smc5,cKit,LSKd9,-1.601636859,1,3,,,,,,,,,,,,,,,,,,,,
Med12,cKit,LSKd9,-1.861076066,1,3,,,,,,,,,,,,,,,,,,,,
Taf4a,cKit,LSKd9,-1.861565664,1,3,,,,,,,,,,,,,,,,,,,,
Med31,cKit,LSKd9,-1.86574121,1,3,,,,,,,,,,,,,,,,,,,,
Znhit1,cKit,LSKd9,-1.947544043,1,3,,,,,,,,,,,,,,,,,,,,
Zmynd8,cKit,LSKd9,-1.951436595,1,3,,,,,,,,,,,,,,,,,,,,
Yeats4,cKit,LSKd9,-2.119413735,1,3,,,,,,,,,,,,,,,,,,,,
Med19,cKit,LSKd9,-2.195897939,1,3,,,,,,,,,,,,,,,,,,,,
Med22,cKit,LSKd9,-2.237771275,1,3,,,,,,,,,,,,,,,,,,,,
Med24,cKit,LSKd9,-2.27340968,1,3,,,,,,,,,,,,,,,,,,,,
Pcgf5,cKit,LSKd9,-2.335110453,1,3,,,,,,,,,,,,,,,,,,,,
Pds5a,cKit,LSKd9,-2.346531762,1,3,,,,,,,,,,,,,,,,,,,,
Kansl1,cKit,LSKd9,-2.44648178,1,3,,,,,,,,,,,,,,,,,,,,
Zfp592,cKit,LSKd9,-2.4696815,1,3,,,,,,,,,,,,,,,,,,,,
Ctcf,cKit,LSKd9,-2.523890941,1,3,,,,,,,,,,,,,,,,,,,,
Med13,cKit,LSKd9,-2.658860755,1,3,,,,,,,,,,,,,,,,,,,,
Ptpn2,cKit,LSKd9,-2.707779085,1,3,,,,,,,,,,,,,,,,,,,,
Ncoa3,cKit,LSKd9,-2.747142247,1,3,,,,,,,,,,,,,,,,,,,,
Med8,cKit,LSKd9,-3.082286084,1,3,,,,,,,,,,,,,,,,,,,,
Zfp217,cKit,LSKd9,-3.115393526,1,3,,,,,,,,,,,,,,,,,,,,
Med9,cKit,LSKd9,-3.529073669,1,3,,,,,,,,,,,,,,,,,,,,
Jade2,cKit,LSKd9,2.140239992,0,3,,,,,,,,,,,,,,,,,,,,
Ncl,cKit,LSKd9,2.101009528,0,3,,,,,,,,,,,,,,,,,,,,
Usp21,cKit,LSKd9,2.057979476,0,3,,,,,,,,,,,,,,,,,,,,
Kdm6a,cKit,LSKd9,1.975982046,0,3,,,,,,,,,,,,,,,,,,,,
Las1l,cKit,LSKd9,1.975650265,0,3,,,,,,,,,,,,,,,,,,,,
Ino80e,cKit,LSKd9,1.878166531,0,3,,,,,,,,,,,,,,,,,,,,
Suz12,cKit,LSKd9,1.840319814,0,3,,,,,,,,,,,,,,,,,,,,
Arid5b,cKit,LSKd9,1.812800437,0,3,,,,,,,,,,,,,,,,,,,,
Uty,cKit,LSKd9,1.702964205,0,3,,,,,,,,,,,,,,,,,,,,
Vdr,cKit,LSKd9,1.595484942,0,3,,,,,,,,,,,,,,,,,,,,
Cdc73,cKit,LSKd9,1.588118735,0,3,,,,,,,,,,,,,,,,,,,,
Phf7,cKit,LSKd9,1.558123728,0,3,,,,,,,,,,,,,,,,,,,,
Esco1,cKit,LSKd9,1.543068154,0,3,,,,,,,,,,,,,,,,,,,,
Ddb2,cKit,LSKd9,1.513047078,0,3,,,,,,,,,,,,,,,,,,,,
Hdgf,cKit,LSKd9,1.474492158,0,3,,,,,,,,,,,,,,,,,,,,
Med27,cKit,LSKd9,1.407676954,0,3,,,,,,,,,,,,,,,,,,,,
Zmym3,cKit,LSKd9,1.402853808,0,3,,,,,,,,,,,,,,,,,,,,
Jarid2,cKit,LSKd9,1.381046425,0,3,,,,,,,,,,,,,,,,,,,,
Uba2,cKit,LSKd9,1.375707334,0,3,,,,,,,,,,,,,,,,,,,,
Gadd45b,cKit,LSKd9,1.308035803,0,3,,,,,,,,,,,,,,,,,,,,
Uchl5,cKit,LSKd9,1.286015343,0,3,,,,,,,,,,,,,,,,,,,,
Eid1,cKit,LSKd9,1.283891103,0,3,,,,,,,,,,,,,,,,,,,,
Arid5a,cKit,LSKd9,1.236803136,0,3,,,,,,,,,,,,,,,,,,,,
Ncoa1,cKit,LSKd9,1.201416846,0,3,,,,,,,,,,,,,,,,,,,,
Bcorl1,cKit,LSKd9,1.18710976,0,3,,,,,,,,,,,,,,,,,,,,
Prkag2,cKit,LSKd9,1.156798132,0,3,,,,,,,,,,,,,,,,,,,,
Fam208a,cKit,LSKd9,1.141889715,0,3,,,,,,,,,,,,,,,,,,,,
Gadd45a,cKit,LSKd9,1.13525201,0,3,,,,,,,,,,,,,,,,,,,,
Yy1,cKit,LSKd9,1.112197939,0,3,,,,,,,,,,,,,,,,,,,,
Sap130,cKit,LSKd9,1.025443016,0,3,,,,,,,,,,,,,,,,,,,,
Gadd45g,cKit,LSKd9,1.022045206,0,3,,,,,,,,,,,,,,,,,,,,
Usp12,cKit,LSKd9,0.985432051,0,3,,,,,,,,,,,,,,,,,,,,
Foxp2,cKit,LSKd9,0.977091323,0,3,,,,,,,,,,,,,,,,,,,,
Smyd4,cKit,LSKd9,0.975946536,0,3,,,,,,,,,,,,,,,,,,,,
Eya4,cKit,LSKd9,0.972435797,0,3,,,,,,,,,,,,,,,,,,,,
Arntl,cKit,LSKd9,0.965447904,0,3,,,,,,,,,,,,,,,,,,,,
Dido1,cKit,LSKd9,0.964482692,0,3,,,,,,,,,,,,,,,,,,,,
Nipbl,cKit,LSKd9,0.953112657,0,3,,,,,,,,,,,,,,,,,,,,
Prdm2,cKit,LSKd9,0.941119492,0,3,,,,,,,,,,,,,,,,,,,,
Ube2d1,cKit,LSKd9,0.930261521,0,3,,,,,,,,,,,,,,,,,,,,
Ubn1,cKit,LSKd9,0.914898862,0,3,,,,,,,,,,,,,,,,,,,,
Bub1,cKit,LSKd9,0.911179622,0,3,,,,,,,,,,,,,,,,,,,,
Tle4,cKit,LSKd9,0.907910777,0,3,,,,,,,,,,,,,,,,,,,,
Rnf168,cKit,LSKd9,0.87025896,0,3,,,,,,,,,,,,,,,,,,,,
Gse1,cKit,LSKd9,0.867748797,0,3,,,,,,,,,,,,,,,,,,,,
Ctbp1,cKit,LSKd9,0.857443465,0,3,,,,,,,,,,,,,,,,,,,,
Cul4b,cKit,LSKd9,0.849279213,0,3,,,,,,,,,,,,,,,,,,,,
Taf7,cKit,LSKd9,0.844947041,0,3,,,,,,,,,,,,,,,,,,,,
Actr5,cKit,LSKd9,0.834780458,0,3,,,,,,,,,,,,,,,,,,,,
Hells,cKit,LSKd9,0.829276266,0,3,,,,,,,,,,,,,,,,,,,,
Ncoa7,cKit,LSKd9,0.816821216,0,3,,,,,,,,,,,,,,,,,,,,
Dzip3,cKit,LSKd9,0.805560673,0,3,,,,,,,,,,,,,,,,,,,,
Kat2b,cKit,LSKd9,0.803884664,0,3,,,,,,,,,,,,,,,,,,,,
Jmjd1c,cKit,LSKd9,0.803183247,0,3,,,,,,,,,,,,,,,,,,,,
H2afy,cKit,LSKd9,0.80007841,0,3,,,,,,,,,,,,,,,,,,,,
Dhx36,cKit,LSKd9,0.794466022,0,3,,,,,,,,,,,,,,,,,,,,
Tfpt,cKit,LSKd9,0.790849017,0,3,,,,,,,,,,,,,,,,,,,,
Nek6,cKit,LSKd9,0.778359679,0,3,,,,,,,,,,,,,,,,,,,,
Ddx50,cKit,LSKd9,0.77376897,0,3,,,,,,,,,,,,,,,,,,,,
Nek9,cKit,LSKd9,0.770863154,0,3,,,,,,,,,,,,,,,,,,,,
Brwd3,cKit,LSKd9,0.762485174,0,3,,,,,,,,,,,,,,,,,,,,
Atrx,cKit,LSKd9,0.757677769,0,3,,,,,,,,,,,,,,,,,,,,
Mettl16,cKit,LSKd9,0.750095434,0,3,,,,,,,,,,,,,,,,,,,,
Dtx3l,cKit,LSKd9,0.743714695,0,3,,,,,,,,,,,,,,,,,,,,
Prkca,cKit,LSKd9,0.724104578,0,3,,,,,,,,,,,,,,,,,,,,
Bmi1,cKit,LSKd9,0.722666632,0,3,,,,,,,,,,,,,,,,,,,,
Rnf8,cKit,LSKd9,0.721774035,0,3,,,,,,,,,,,,,,,,,,,,
Mettl18,cKit,LSKd9,0.717629665,0,3,,,,,,,,,,,,,,,,,,,,
Prr14,cKit,LSKd9,0.706851228,0,3,,,,,,,,,,,,,,,,,,,,
